Bike Type,Store,Order Date,Quantity,Value per Bike,Shipping Date,Model
Road,Leeds,2020-05-23,4,2375,2020-06-10,012SPEC24029
Mountain,London,2020-09-12,1,3566,2020-09-24,043SPEC12408
Gravel,Manchester,2020-11-22,2,2481,2020-11-28,032SPEC29132
Gravel,York,2020-09-14,5,1766,2020-10-04,021SPEC01450
Gravel,Leeds,2020-11-11,5,2632,2020-11-17,102SPEC84231
Road,London,2020-01-03,2,1982,2020-01-06,012SPEC93589
Gravel,Leeds,2020-06-18,5,828,2020-06-20,943SPEC24920
Road,London,2020-05-12,4,2792,2020-05-29,429SPEC21320
Mountain,Birmingham,2020-05-31,4,909,2020-06-19,942SPEC34350
Road,London,2020-11-07,1,3309,2020-11-20,120SPEC13500
Mountain,Birmingham,2020-08-14,2,1835,2020-08-17,220SPEC12411
Mountain,Birmingham,2020-04-18,5,2876,2020-04-24,012SPEC24030
Gravel,Manchester,2020-10-24,2,2194,2020-11-04,043SPEC12409
Mountain,York,2020-01-17,2,2309,2020-02-04,032SPEC29133
Gravel,London,2020-01-29,5,2328,2020-02-11,021SPEC01451
Road,Birmingham,2020-08-21,3,2038,2020-08-31,102SPEC84232
Mountain,York,2020-06-18,3,3464,2020-06-22,012SPEC93590
Road,Leeds,2020-01-15,4,2823,2020-01-16,943SPEC24921
Gravel,York,2020-11-08,4,1812,2020-11-21,429SPEC21321
Road,Birmingham,2020-07-06,3,2208,2020-07-17,942SPEC34351
Mountain,Leeds,2020-05-02,1,869,2020-05-10,120SPEC13501
Road,Birmingham,2020-11-08,1,1927,2020-11-27,220SPEC12412
Mountain,Manchester,2020-11-16,1,2040,2020-11-30,012SPEC24031
Mountain,York,2020-08-26,1,1279,2020-09-03,043SPEC12410
Gravel,Birmingham,2020-12-20,3,2169,2020-12-24,032SPEC29134
Gravel,Leeds,2020-05-09,2,3655,2020-05-13,021SPEC01452
Road,Manchester,2020-06-02,2,3504,2020-06-20,102SPEC84233
Mountain,York,2020-09-07,2,1109,2020-09-21,012SPEC93591
Road,London,2020-12-10,3,1032,2020-12-11,943SPEC24922
Gravel,London,2020-02-10,2,2303,2020-02-11,429SPEC21322
Mountain,Manchester,2020-07-10,2,2903,2020-07-30,942SPEC34352
